created,modified,id,title,description,creation_date,rating,type,movieId,genres
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08506-0a6c-11ed-98c8-4129adfcc95f,Get Shorty , ,1995-01-01,3.5,movie,21,Comedy|Crime|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be0852e-0a6c-11ed-98c8-4129adfcc95f,Copycat ,"Carolyn Sayres gets a Hollywood contract from talent scout Brooke but is later rejected because she's too young. She falls in love with Bud Borden, another contractee who helps her to ...",1995-01-01,3.2,movie,22,Crime|Drama|Horror|Mystery|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08560-0a6c-11ed-98c8-4129adfcc95f,Assassins ,"Takuro Hibinuma had no talent for sports or aptitude for studying throughout high school and never had a girlfriend. However, he found his true calling when he began playing rock music. While in high school, he formed a rock band named Rock 'n' Roll with his friends. After graduation, they move to Tokyo and begin playing live shows. One day, at a live house, Takuro meets a world-renowned idol singer named Saki Utagawa and his fate is irrevocably altered when she asks him to write her a song.",1995-01-01,3.1,movie,23,Action|Crime|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08588-0a6c-11ed-98c8-4129adfcc95f,Powder ,"An in-depth exploration on the Klingons and the making of Star Trek: The Next Generation's groundbreaking Klingon Civil War story arc from it's beginnings in the fan favorite episode ""Sins of the father"" to it's epic culmination in the show's landmark 100th episode ""Redemption"".",1995-01-01,3.1,movie,24,Drama|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be085b0-0a6c-11ed-98c8-4129adfcc95f,Leaving Las Vegas , ,1995-01-01,3.6,movie,25,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be085d8-0a6c-11ed-98c8-4129adfcc95f,Othello , ,1995-01-01,3.5,movie,26,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08600-0a6c-11ed-98c8-4129adfcc95f,Now and Then , ,1995-01-01,3.3,movie,27,Children|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08628-0a6c-11ed-98c8-4129adfcc95f,Persuasion , ,1995-01-01,4.2,movie,28,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08650-0a6c-11ed-98c8-4129adfcc95f,"City of Lost Children, The (Cité des enfants perdus, La) ","In the war-torn Netherlands, a local Jewish boy has vivid escapist fantasies of being in a Hollywood western where good always triumphs.",1995-01-01,4,movie,29,Adventure|Drama|Fantasy|Mystery|Sci-Fi
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08678-0a6c-11ed-98c8-4129adfcc95f,Shanghai Triad (Yao a yao yao dao waipo qiao) , ,1995-01-01,3,movie,30,Crime|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be086a0-0a6c-11ed-98c8-4129adfcc95f,Dangerous Minds ,"A group of three portrait artists, both amateur and professional, are assigned the task of painting a celebrity from life using their preferred style. The star then decides which portrait to take home with them.",1995-01-01,3.2,movie,31,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be086be-0a6c-11ed-98c8-4129adfcc95f,Twelve Monkeys (a.k.a. 12 Monkeys) ,Earth is attacked by an intergalactic villain and his army of robotic androids.,1995-01-01,4,movie,32,Mystery|Sci-Fi|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be086e6-0a6c-11ed-98c8-4129adfcc95f,Babe , ,1995-01-01,3.7,movie,34,Children|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be0870e-0a6c-11ed-98c8-4129adfcc95f,Dead Man Walking , ,1995-01-01,3.8,movie,36,Crime|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08736-0a6c-11ed-98c8-4129adfcc95f,It Takes Two ,"Craving the attention of her busy father, a 7-year-old Star Wars fan disobeys him and starts a rebellion with his Star Wars toy collection that would have surprising consequences.",1995-01-01,2.1,movie,38,Children|Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be0875e-0a6c-11ed-98c8-4129adfcc95f,Clueless ,"The best-selling comedy franchise returns and features some of the most raw and hilarious talent including: Capone (TV's ""Showtime at the Apollo""), Lil' Duval (TV's ""BET's Comicview""), Tony Roberts (Comedy Only in da Hood) and Jay Pharoah (TV's ""Saturday Night Live""). 'All Star Comedy Jam - Live from Orlando' was filmed at Hard Rock Live, in front of a live audience during the All-Star Weekend in Orlando, FL.",1995-01-01,3.3,movie,39,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08786-0a6c-11ed-98c8-4129adfcc95f,"Cry, the Beloved Country ","Captain Star, and his crew, Navigator Black, Atomic Engine Stoker ""Limbs"" Jones, and first officer Scarlette are on an uncharted planet at the ragged edge of the universe, awaiting further orders from mission control.",1995-01-01,4.2,movie,40,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be087ae-0a6c-11ed-98c8-4129adfcc95f,Richard III , ,1995-01-01,3.7,movie,41,Drama|War
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be087d6-0a6c-11ed-98c8-4129adfcc95f,Dead Presidents , ,1995-01-01,3,movie,42,Action|Crime|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be087fe-0a6c-11ed-98c8-4129adfcc95f,Restoration ,"Eleven people from all over Australia come together to live in a Penthouse apartment in Melbourne to compete in challenges. These challenges, based on the fundamental skills of poker, but take place off the table. Can the contestants Bluff their way through a job interview, have the Focus to escape from a tank full of sharks, possess the charisma to respond to live questions from the press while maintaining composure?",1995-01-01,3.2,movie,43,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08826-0a6c-11ed-98c8-4129adfcc95f,Mortal Kombat ,It's war! The evil mad scientist Andross has unleashed a huge army against his former home world in the bid for galactic conquest. General Pepper has summoned the Star Fox team as backup ...,1995-01-01,2.5,movie,44,Action|Adventure|Fantasy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be0884e-0a6c-11ed-98c8-4129adfcc95f,To Die For , ,1995-01-01,3.3,movie,45,Comedy|Drama|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08876-0a6c-11ed-98c8-4129adfcc95f,How to Make an American Quilt , ,1995-01-01,3.1,movie,46,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be0889e-0a6c-11ed-98c8-4129adfcc95f,Seven (a.k.a. Se7en) ,"Some of the vaudeville manager's ""star acts"" had failed to make good, others were still detained abroad. The manager called his press agent in, scolded him and ordered him to secure a vaudeville team, adding that ""they must be extremely funny and extremely cheap."" Within a short time the agent returned and proudly announced he had found ""an absolute novelty, and a joint salary of $15."" ""I dodged all the agencies,"" he explained, ""and down on one of the side streets I ran across an old-time ham actor. I followed him. He went into a laundry and tried to get his duds out without paying for them. Well, the woman who ran the joint was a regular comedy queen. She didn't say much, but she certainly was full of 'pep.' She nearly wrecked the laundry with that actor, and I never laughed so much in my life. When I offered them an engagement the man balked, but the woman accepted for both of them, saying he could work out his laundry bill anyhow."" The manager tried the act out, and it made a big hit. The morning papers gave much space to the ""Soap Suds Star,"" Sophie, the laundress. Much to his dismay, however, the press agent found the manager in an extremely bad humor. ""It's all your fault,"" he said bitterly, ""You get me to hire amateurs, and now they are going to be married, and quit vaudeville for the classics."" ""I think it a dandy idea,"" said the agent. ""Sophie as Juliet would coin money for any manager. Why not try them out in the balcony scene"" The manager, impressed, retained his ""Soap Suds Star,"" and his leading man. Sophie s bad temper, however, spoiled her artistic career. She was on the job as Juliet, all right, but Romeo nearly missed the performance, and when he did appear he wore his street clothes, explaining with an alcoholic smile that he had been out with the boys and really had no time to dress. Sophie left her art to chastise him, but after a lively chase he escaped by leaping into the river, and the one-time actress returned to her laundry, believing she was a widow. But her husband came back and Sophie forgave him. Then, finding that his clothes had been well sprinkled in the river, she ironed him out, and gave him a life position in the laundry.",1995-01-01,4,movie,47,Mystery|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be088c6-0a6c-11ed-98c8-4129adfcc95f,Pocahontas ,"Rainbow Brite, and her magical horse Starlite, must stop an evil princess and her underlings from taking over the planet Spectra. When they meet Orin, the wise Sprite tries to make the two children get along and work together to stop the evil Princess. Orin tells them that they can only destroy her by combining their own powers against her. Getting in the way of their mission is the sinister Murky Dismal and his bumbling assistant Lurky who, as usual, are lavishing in the new gloom created by the darkening of Spectra, as well as trying to steal Rainbow's magical color belt.",1995-01-01,3.1,movie,48,Animation|Children|Drama|Musical|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be088ee-0a6c-11ed-98c8-4129adfcc95f,When Night Is Falling ,Kirk and Spock team up against the Gorn.,1995-01-01,3,movie,49,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08916-0a6c-11ed-98c8-4129adfcc95f,"Usual Suspects, The ","Gene Starwind dreams of a life as an Outlaw, and fate smiles on him as he seems to suddenly wind up with a great job. But things go awry, and he finds himself the new owner of the fastest, most technologically advanced space ship in the galaxy. Unfortunately, it's stolen and the owners want it back Along with his partner Jim and the lovely Melfina, Gene must fight his way across the galaxy battling pirates, aliens and assassins as he attempts to discover the secrets of the Outlaw star.",1995-01-01,4.2,movie,50,Crime|Mystery|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be0893e-0a6c-11ed-98c8-4129adfcc95f,Mighty Aphrodite ,Victory may lead to disaster when X-Wing pilots discover a crippled star destroyer crashing towards a nearby planet.,1995-01-01,3.5,movie,52,Comedy|Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08966-0a6c-11ed-98c8-4129adfcc95f,Lamerica ,Darth Vader travels in Austria. He flues on plane. He goes on Vienna's tram. All movie viewer looks all that looks Vader. And this movie is not Star wars. Episode VII. Last Jedi.,1994-01-01,5,movie,53,Adventure|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08984-0a6c-11ed-98c8-4129adfcc95f,"Big Green, The ","In the annual mid-summer game between the American League and National League, the AL defeats the NL 7-5 to extend their record in the last nine All-Star Games to 8-0-1.",1995-01-01,2.3,movie,54,Children|Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be089ac-0a6c-11ed-98c8-4129adfcc95f,Georgia ,"When a Rebel patrol goes missing in the Dreighton Nebula, Rebel pilot Rookie One heads out to investigate and discovers a large Imperial presence in the area. With the help of his fellow Rebels, Rookie One uncovers a plan by Darth Vader to destroy the Alliance by developing an army of ""cloaked"" Phantom TIE Fighters.",1995-01-01,4,movie,55,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be089d4-0a6c-11ed-98c8-4129adfcc95f,Home for the Holidays ,Deleted scenes from Star Wars: Episode V - The Empire Strikes Back (1980).,1995-01-01,3.1,movie,57,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be089fc-0a6c-11ed-98c8-4129adfcc95f,"Postman, The (Postino, Il) ",A Star Wars fanatic decides to sell his toy collection to keep his overbearing girlfriend happy and salvage their relationship. An unbelievable adventure with his toys makes him realize that he doesn't need to change for anyone.,1994-01-01,4,movie,58,Comedy|Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08a24-0a6c-11ed-98c8-4129adfcc95f,"Indian in the Cupboard, The ","Terrorists plot smuggling chemical warfare into New York City, and also allude to the blowing up of the World Trade Center, before 9/11/2001.",1995-01-01,3.2,movie,60,Adventure|Children|Fantasy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08a4c-0a6c-11ed-98c8-4129adfcc95f,Eye for an Eye , ,1996-01-01,3.8,movie,61,Drama|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08a6a-0a6c-11ed-98c8-4129adfcc95f,Mr. Holland's Opus ,"Dear Jellystone Visitors, Happy holidays from the Big City! Boo Boo and I left Jellystone Park to spend the most wonderful time of the year metropolitan-style, with friends Snagglepuss, Quick Draw McGraw and the gang! Luckily, I outwitted Ranger Smith with my department store Santa disguise. Our adventure led me to Judy, a girl who wants to spend more time with her workaholic dad. Who knew my love of pic-a-nic baskets would reunite them at a big city Christmas picnic in the park? Join the merrymaking, but get here before the basket is empty! The Flintstones, Huckleberry Hound, Auggie Doggie, and more friends also join us, making this Christmas caper full of our favorites. -- Yours Truly, Yogi Bear",1995-01-01,3.7,movie,62,Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08a9c-0a6c-11ed-98c8-4129adfcc95f,Don't Be a Menace to South Central While Drinking Your Juice in the Hood , ,1996-01-01,2.7,movie,63,Comedy|Crime
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08aba-0a6c-11ed-98c8-4129adfcc95f,Two if by Sea ,"In the year 199X, human civilization has been all but destroyed by a nuclear holocaust. In an age where the strong rule over the weak, the survivors of the fallout struggle over the remaining supply food and water left. Kenshiro, successor to an ancient, deadly martial art known as Hokuto Shinken (Fist of the North Star), wanders the wasteland with seven scars in the shape of the Big Dipper on his chest. This infamous style uses the body's hidden 708 pressure points to destroy opponents from within and allows practitioners to unleash 100% of their humanly strength. Accompanied by a young thief and an orphan girl, this messiah brings justice to this lawless world with the strongest fist in the world.",1996-01-01,2.2,movie,64,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08ae2-0a6c-11ed-98c8-4129adfcc95f,Bio-Dome ,"Runner and Robyn were summer camp sweethearts. She became a Hollywood star and Runner stayed at the farm. Finally Runner takes grandma's advice and goes LA to win his lost love back. He gets a job as her gofer but she doesn't recognize him. Everyone thinks his down-to-earth 'nice' is an act, while he keeps hoping Robyn will remember...",1996-01-01,2.5,movie,65,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08b0a-0a6c-11ed-98c8-4129adfcc95f,Lawnmower Man 2: Beyond Cyberspace , ,1996-01-01,2.5,movie,66,Action|Sci-Fi|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08b32-0a6c-11ed-98c8-4129adfcc95f,French Twist (Gazon maudit) ,"Hinchcliffe, the ruthless publisher of a sleazy New York tabloid, is concerned that the ethical journalistic policies of City Editor Randall have caused a drop in circulation. He pressures the newsman to run more sensational stories including resurrecting the twenty year old Vorhees Murder Case. Although the perpetrator's actions were ultimately judged justifiable, and she has been subsequently living an exemplary life in anonymity, Hunchcliffe insists Randall revisit the story. Randall assigns Isopod, an alcoholic degenerate, to dig up anything lurid that he find. The unprincipled reporter fraudulently insinuates himself into the Vorhees' home masquerading as a minister and gets the expose he sought. Yellow journalism triumphs, and a decent woman's name gets dragged through the mud again... with tragic consequences.",1995-01-01,3.4,movie,68,Comedy|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08b5a-0a6c-11ed-98c8-4129adfcc95f,Friday ,"Inspired by the relationship between Stanly Ho and his fourth wife, Angela, it's a romantic comedy about a billonaire who falls in love with a feisty casino dealer. Rated PG",1995-01-01,3.8,movie,69,Comedy
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08b82-0a6c-11ed-98c8-4129adfcc95f,From Dusk Till Dawn , ,1996-01-01,3.5,movie,70,Action|Comedy|Horror|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08baa-0a6c-11ed-98c8-4129adfcc95f,Fair Game ,Daffy Duck must double for Bugs in any slapstick which Warners considers too dangerous for its star Bug Bunny.,1995-01-01,1.7,movie,71,Action
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08bd2-0a6c-11ed-98c8-4129adfcc95f,Kicking and Screaming ,"This show featured four rotating stars, Charles Boyer, David Niven, Ida Lupino, and Dick Powell in individual episodes consisting of everything from comedy to drama.",1995-01-01,3.2,movie,72,Comedy|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08bfa-0a6c-11ed-98c8-4129adfcc95f,"Misérables, Les ","Dust storms and drought make herding horses a tough job for the boys. When the new owner of the ranch, Lydia Phelps, shows up, the ranch is in dire financial straits. The Martin Ranch has ...",1995-01-01,3.5,movie,73,Drama|War
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08c18-0a6c-11ed-98c8-4129adfcc95f,Bed of Roses , ,1996-01-01,4,movie,74,Drama|Romance
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08c40-0a6c-11ed-98c8-4129adfcc95f,Big Bully ,"In the wake of Spock's ultimate deed of sacrifice, Admiral Kirk and the Enterprise crew return to Earth for some essential repairs to their ship. When they arrive at Spacedock, they are shocked to discover that the Enterprise is to be decommissioned. Even worse, Dr. McCoy begins acting strangely and Scotty has been reassigned to another ship. Kirk is forced to steal back the Enterprise and head across space to the Genesis Planet to save Spock and bring him to Vulcan. Unknown to them, the Klingons are planning to steal the secrets of the Genesis Device for their own deadly purpose.",1996-01-01,2.2,movie,75,Comedy|Drama
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08c68-0a6c-11ed-98c8-4129adfcc95f,Screamers ,"Temporal Studios brings to life the newest Trek craze - Star Trek: Phoenix. The Pilot, 'Cloak & Dagger' brings back the classic adventure from Gene Roddenberry's 'Star Trek' as it takes place 42 years into the future following the 2002 feature film 'Star Trek: Nemesis'",1995-01-01,3.4,movie,76,Action|Sci-Fi|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08c90-0a6c-11ed-98c8-4129adfcc95f,Nico Icon , ,1995-01-01,4,movie,77,Documentary
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08cb8-0a6c-11ed-98c8-4129adfcc95f,"Crossing Guard, The ",A nostalgic look at a popular make of car no longer in production.,1995-01-01,3.3,movie,78,Action|Crime|Drama|Thriller
2022-07-23 12:46:43.351828+00,2022-07-23 12:46:43.352177+00,5be08ce0-0a6c-11ed-98c8-4129adfcc95f,"Juror, The ","Hollywood's famous Cocoanut Grove nightclub stages a Star Night-only musical revue in which many Hollywood actors attend. Staged is the operative word. Entertainers include Ted Fio Rito and his orchestra, Eduardo Durant's Tango Band, and the Fancho & Marco Sunkist Beauties. Leo Carrillo acted as the Master of Ceremonies, and introduces a galaxy of stars from their tables. Those higher on the 1935 pecking order, Mary Pickford, Jack Oakie, Arline Judge, Bing Crosby and Gary Cooper, come to the microphone and do a bit...mostly chit-chatting bits.",1996-01-01,2.8,movie,79,Drama|Thriller
